incident_id,incident_type,facility,department,activity,root_cause,body_part_affected,personnel_id,age_group,experience_years,shift,severity_level,potential_severity,osha_recordable,days_away,risk_score,risk_category,direct_cost_usd,indirect_cost_usd,productivity_loss_usd,total_incident_cost_usd,regulatory_fine_usd,total_cost_with_fines_usd,toolbox_talk_conducted,jsa_completed,ppe_compliant,preventable,corrective_action_status,days_to_close,investigation_quality_score,incident_date,year,month,quarter,week_of_year,day_of_week,hour_of_day,month_name,reported_date,investigation_completed_date,total_hours_worked,is_preventable_cost,is_lti,prevention_score
INC-2025-00894,First Aid,Facility B - Maintenance,Production Operations,Housekeeping,Inadequate Risk Assessment,Arm,EMP-0093,18-25,16,Day,2,3,0,0,8,Medium,649.0,847.0,603.0,2099.0,0,2099.0,1,0,1,1,Overdue,61,8,2025-06-08 10:40:48.124751,2025,6,2,23,Sunday,8,June,2025-06-09 10:40:48.124751,2025-08-09 10:40:48.124751,2500000.0,2099.0,0,0.6666666666666666
INC-2025-00895,Near Miss,Facility A - Production,Workshop,Chemical Handling,Procedural Non-Compliance,Not Applicable,EMP-0072,26-35,28,Swing,1,1,0,0,2,Low,107.0,158.0,0.0,265.0,0,265.0,1,0,0,1,In Progress,17,5,2025-06-08 10:40:48.124751,2025,6,2,23,Sunday,22,June,2025-06-10 10:40:48.124751,2025-06-27 10:40:48.124751,2500000.0,265.0,0,0.3333333333333333
INC-2025-00896,Medical Treatment,Facility A - Production,Production Operations,Housekeeping,Equipment Failure,Eye,EMP-0176,26-35,12,Swing,3,3,1,0,3,Low,6103.0,7359.0,2178.0,15640.0,0,15640.0,1,1,0,1,In Progress,42,7,2025-06-09 10:40:48.124751,2025,6,2,24,Monday,6,June,2025-06-11 10:40:48.124751,2025-07-23 10:40:48.124751,2500000.0,15640.0,0,0.6666666666666666
INC-2025-00897,Near Miss,Facility B - Maintenance,Workshop,Routine Operations,Poor Housekeeping,Not Applicable,EMP-0066,56+,29,Night,1,2,0,0,1,Low,114.0,146.0,0.0,260.0,0,260.0,0,1,1,0,Completed,18,9,2025-06-09 10:40:48.124751,2025,6,2,24,Monday,20,June,2025-06-10 10:40:48.124751,2025-06-28 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2025-00898,Near Miss,Facility B - Maintenance,HSE Department,Working at Height,Lack of Training/Competency,Not Applicable,EMP-0133,18-25,29,Night,1,3,0,0,5,Low,85.0,230.0,0.0,315.0,0,315.0,1,0,1,1,In Progress,24,10,2025-06-09 10:40:48.124751,2025,6,2,24,Monday,0,June,2025-06-09 10:40:48.124751,2025-07-03 10:40:48.124751,2500000.0,315.0,0,0.6666666666666666
INC-2025-00899,Near Miss,Facility A - Production,HSE Department,Equipment Maintenance,Environmental Factors,Not Applicable,EMP-0067,56+,6,Swing,1,2,0,0,5,Low,128.0,218.0,0.0,346.0,0,346.0,0,0,1,1,Completed,19,8,2025-06-09 10:40:48.124751,2025,6,2,24,Monday,13,June,2025-06-09 10:40:48.124751,2025-06-28 10:40:48.124751,2500000.0,346.0,0,0.3333333333333333
INC-2025-00900,First Aid,Facility B - Maintenance,Workshop,Routine Operations,Procedural Non-Compliance,Leg/Foot,EMP-0103,56+,29,Night,2,2,0,0,4,Low,637.0,943.0,613.0,2193.0,0,2193.0,1,1,1,0,Completed,24,10,2025-06-09 10:40:48.124751,2025,6,2,24,Monday,1,June,2025-06-11 10:40:48.124751,2025-07-05 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2025-00901,Near Miss,Facility B - Maintenance,HSE Department,Pressure Testing,Poor Housekeeping,Not Applicable,EMP-0126,46-55,28,Night,1,1,0,0,5,Low,126.0,164.0,0.0,290.0,0,290.0,1,1,0,1,Completed,4,9,2025-06-10 10:40:48.124751,2025,6,2,24,Tuesday,7,June,2025-06-11 10:40:48.124751,2025-06-15 10:40:48.124751,2500000.0,290.0,0,0.6666666666666666
INC-2025-00902,Medical Treatment,Facility A - Production,Engineering,Working at Height,Communication Breakdown,Not Applicable,EMP-0160,56+,26,Swing,3,3,1,0,12,High,6488.0,7182.0,2787.0,16457.0,10000,26457.0,1,0,1,1,In Progress,20,7,2025-06-10 10:40:48.124751,2025,6,2,24,Tuesday,10,June,2025-06-11 10:40:48.124751,2025-07-01 10:40:48.124751,2500000.0,26457.0,0,0.6666666666666666
INC-2025-00903,Near Miss,Facility B - Maintenance,Logistics,Confined Space Entry,Rushing/Time Pressure,Not Applicable,EMP-0074,36-45,10,Swing,1,1,0,0,1,Low,102.0,193.0,0.0,295.0,0,295.0,1,0,1,1,Completed,26,10,2025-06-11 10:40:48.124751,2025,6,2,24,Wednesday,4,June,2025-06-13 10:40:48.124751,2025-07-09 10:40:48.124751,2500000.0,295.0,0,0.6666666666666666
INC-2025-00904,First Aid,Facility A - Production,Workshop,Manual Handling/Lifting,Lack of Training/Competency,Not Applicable,EMP-0151,36-45,9,Swing,2,2,0,0,10,Medium,527.0,1283.0,458.0,2268.0,0,2268.0,0,0,0,0,Completed,26,5,2025-06-11 10:40:48.124751,2025,6,2,24,Wednesday,17,June,2025-06-13 10:40:48.124751,2025-07-09 10:40:48.124751,2500000.0,0.0,0,0.0
INC-2025-00905,First Aid,Facility B - Maintenance,Maintenance,Working at Height,Fatigue,Eye,EMP-0058,26-35,15,Day,2,3,0,0,2,Low,545.0,1154.0,575.0,2274.0,0,2274.0,1,0,1,1,Completed,13,5,2025-06-12 10:40:48.124751,2025,6,2,24,Thursday,11,June,2025-06-12 10:40:48.124751,2025-06-25 10:40:48.124751,2500000.0,2274.0,0,0.6666666666666666
INC-2025-00906,Near Miss,Facility B - Maintenance,Maintenance,Confined Space Entry,Equipment Failure,Not Applicable,EMP-0065,36-45,10,Day,1,1,0,0,3,Low,87.0,168.0,0.0,255.0,0,255.0,0,1,1,1,In Progress,49,6,2025-06-12 10:40:48.124751,2025,6,2,24,Thursday,20,June,2025-06-13 10:40:48.124751,2025-08-01 10:40:48.124751,2500000.0,255.0,0,0.6666666666666666
INC-2025-00907,Near Miss,Facility A - Production,Engineering,Confined Space Entry,Inadequate Risk Assessment,Not Applicable,EMP-0016,18-25,22,Night,1,3,0,0,1,Low,107.0,173.0,0.0,280.0,0,280.0,1,1,1,1,Completed,16,9,2025-06-12 10:40:48.124751,2025,6,2,24,Thursday,23,June,2025-06-14 10:40:48.124751,2025-06-30 10:40:48.124751,2500000.0,280.0,0,1.0
INC-2025-00908,Near Miss,Facility B - Maintenance,Logistics,Housekeeping,Equipment Failure,Not Applicable,EMP-0140,26-35,7,Swing,1,3,0,0,3,Low,82.0,212.0,0.0,294.0,0,294.0,0,1,1,1,In Progress,56,7,2025-06-12 10:40:48.124751,2025,6,2,24,Thursday,19,June,2025-06-13 10:40:48.124751,2025-08-08 10:40:48.124751,2500000.0,294.0,0,0.6666666666666666
INC-2025-00909,Lost Time Injury,Facility B - Maintenance,HSE Department,Equipment Maintenance,Communication Breakdown,Chest/Torso,EMP-0077,56+,20,Night,5,5,1,21,15,High,44774.0,60440.0,44663.0,149877.0,25000,174877.0,0,1,1,1,Completed,21,10,2025-06-12 10:40:48.124751,2025,6,2,24,Thursday,18,June,2025-06-14 10:40:48.124751,2025-07-05 10:40:48.124751,2500000.0,174877.0,1,0.6666666666666666
INC-2025-00910,Restricted Work,Facility A - Production,HSE Department,Manual Handling/Lifting,Inadequate Risk Assessment,Head,EMP-0125,36-45,17,Night,4,5,1,13,20,Critical,18160.0,25858.0,21241.0,65259.0,10000,75259.0,1,0,1,0,Completed,22,10,2025-06-13 10:40:48.124751,2025,6,2,24,Friday,4,June,2025-06-13 10:40:48.124751,2025-07-05 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2025-00911,Near Miss,Facility A - Production,Maintenance,Confined Space Entry,Fatigue,Not Applicable,EMP-0039,18-25,14,Day,1,1,0,0,2,Low,96.0,227.0,0.0,323.0,0,323.0,1,1,0,1,Completed,19,9,2025-06-14 10:40:48.124751,2025,6,2,24,Saturday,6,June,2025-06-16 10:40:48.124751,2025-07-05 10:40:48.124751,2500000.0,323.0,0,0.6666666666666666
INC-2025-00912,First Aid,Facility B - Maintenance,Maintenance,Pressure Testing,Rushing/Time Pressure,Head,EMP-0047,18-25,28,Swing,2,3,0,0,8,Medium,548.0,894.0,452.0,1894.0,0,1894.0,1,1,1,1,Completed,18,10,2025-06-14 10:40:48.124751,2025,6,2,24,Saturday,1,June,2025-06-14 10:40:48.124751,2025-07-02 10:40:48.124751,2500000.0,1894.0,0,1.0
INC-2025-00913,Near Miss,Facility B - Maintenance,Engineering,Chemical Handling,Fatigue,Not Applicable,EMP-0080,46-55,18,Day,1,2,0,0,1,Low,119.0,232.0,0.0,351.0,0,351.0,0,0,1,1,Completed,7,8,2025-06-14 10:40:48.124751,2025,6,2,24,Saturday,16,June,2025-06-14 10:40:48.124751,2025-06-21 10:40:48.124751,2500000.0,351.0,0,0.3333333333333333
INC-2025-00914,Restricted Work,Facility B - Maintenance,HSE Department,Pressure Testing,Lack of Training/Competency,Arm,EMP-0171,26-35,7,Night,4,5,1,6,20,Critical,13288.0,20443.0,16289.0,50020.0,0,50020.0,1,1,0,1,Completed,20,9,2025-06-14 10:40:48.124751,2025,6,2,24,Saturday,12,June,2025-06-16 10:40:48.124751,2025-07-06 10:40:48.124751,2500000.0,50020.0,0,0.6666666666666666
INC-2025-00915,First Aid,Facility B - Maintenance,Maintenance,Equipment Maintenance,Procedural Non-Compliance,Head,EMP-0069,18-25,20,Swing,2,2,0,0,10,Medium,409.0,707.0,423.0,1539.0,0,1539.0,1,1,1,1,Completed,27,5,2025-06-14 10:40:48.124751,2025,6,2,24,Saturday,10,June,2025-06-16 10:40:48.124751,2025-07-13 10:40:48.124751,2500000.0,1539.0,0,1.0
INC-2025-00916,Medical Treatment,Facility B - Maintenance,Maintenance,Housekeeping,Communication Breakdown,Leg/Foot,EMP-0070,46-55,1,Night,3,3,1,0,15,High,4858.0,9830.0,2858.0,17546.0,5000,22546.0,1,0,1,1,Completed,19,7,2025-06-15 10:40:48.124751,2025,6,2,24,Sunday,4,June,2025-06-15 10:40:48.124751,2025-07-04 10:40:48.124751,2500000.0,22546.0,0,0.6666666666666666
INC-2025-00917,Lost Time Injury,Facility B - Maintenance,Logistics,Working at Height,Fatigue,Eye,EMP-0123,46-55,4,Night,5,5,1,8,5,Low,43280.0,87037.0,32557.0,162874.0,0,162874.0,1,1,1,1,In Progress,56,5,2025-06-15 10:40:48.124751,2025,6,2,24,Sunday,12,June,2025-06-16 10:40:48.124751,2025-08-11 10:40:48.124751,2500000.0,162874.0,1,1.0
INC-2025-00918,Near Miss,Facility B - Maintenance,HSE Department,Hot Work (Welding/Cutting),Poor Housekeeping,Not Applicable,EMP-0093,46-55,24,Swing,1,1,0,0,1,Low,109.0,186.0,0.0,295.0,0,295.0,1,1,1,1,In Progress,46,9,2025-06-16 10:40:48.124751,2025,6,2,25,Monday,22,June,2025-06-17 10:40:48.124751,2025-08-02 10:40:48.124751,2500000.0,295.0,0,1.0
INC-2025-00919,Medical Treatment,Facility B - Maintenance,Maintenance,Working at Height,Inadequate Risk Assessment,Arm,EMP-0180,46-55,21,Night,3,4,1,0,6,Medium,6065.0,10276.0,2891.0,19232.0,5000,24232.0,1,0,1,1,In Progress,45,8,2025-06-16 10:40:48.124751,2025,6,2,25,Monday,12,June,2025-06-16 10:40:48.124751,2025-07-31 10:40:48.124751,2500000.0,24232.0,0,0.6666666666666666
INC-2025-00920,First Aid,Facility B - Maintenance,Maintenance,Housekeeping,Communication Breakdown,Hand/Finger,EMP-0068,26-35,20,Day,2,3,0,0,4,Low,527.0,907.0,538.0,1972.0,0,1972.0,1,0,1,1,Completed,23,9,2025-06-17 10:40:48.124751,2025,6,2,25,Tuesday,7,June,2025-06-17 10:40:48.124751,2025-07-10 10:40:48.124751,2500000.0,1972.0,0,0.6666666666666666
INC-2025-00921,Restricted Work,Facility B - Maintenance,Production Operations,Routine Operations,Lack of Training/Competency,Back,EMP-0148,18-25,15,Swing,4,5,1,6,20,Critical,15730.0,25448.0,18061.0,59239.0,0,59239.0,1,0,0,0,Completed,25,9,2025-06-17 10:40:48.124751,2025,6,2,25,Tuesday,10,June,2025-06-19 10:40:48.124751,2025-07-14 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2025-00922,Near Miss,Facility B - Maintenance,Logistics,Equipment Maintenance,Procedural Non-Compliance,Not Applicable,EMP-0103,26-35,11,Day,1,1,0,0,2,Low,87.0,186.0,0.0,273.0,0,273.0,0,0,1,1,Completed,15,5,2025-06-17 10:40:48.124751,2025,6,2,25,Tuesday,7,June,2025-06-19 10:40:48.124751,2025-07-04 10:40:48.124751,2500000.0,273.0,0,0.3333333333333333
INC-2025-00923,Near Miss,Facility B - Maintenance,Workshop,Equipment Maintenance,Fatigue,Not Applicable,EMP-0178,18-25,26,Swing,1,3,0,0,5,Low,91.0,212.0,0.0,303.0,0,303.0,1,0,1,1,Completed,5,10,2025-06-17 10:40:48.124751,2025,6,2,25,Tuesday,9,June,2025-06-17 10:40:48.124751,2025-06-22 10:40:48.124751,2500000.0,303.0,0,0.6666666666666666
INC-2025-00924,First Aid,Facility B - Maintenance,Workshop,Vehicle Operations,Inadequate PPE,Back,EMP-0160,18-25,0,Day,2,2,0,0,2,Low,495.0,1137.0,482.0,2114.0,0,2114.0,0,1,0,1,Pending,6,7,2025-06-18 10:40:48.124751,2025,6,2,25,Wednesday,10,June,2025-06-18 10:40:48.124751,2025-06-24 10:40:48.124751,2500000.0,2114.0,0,0.3333333333333333
INC-2025-00925,First Aid,Facility B - Maintenance,HSE Department,Confined Space Entry,Inadequate Risk Assessment,Leg/Foot,EMP-0045,26-35,23,Day,2,2,0,0,6,Medium,431.0,721.0,428.0,1580.0,0,1580.0,1,0,0,1,Completed,5,7,2025-06-18 10:40:48.124751,2025,6,2,25,Wednesday,0,June,2025-06-19 10:40:48.124751,2025-06-24 10:40:48.124751,2500000.0,1580.0,0,0.3333333333333333
INC-2025-00926,First Aid,Facility B - Maintenance,Logistics,Manual Handling/Lifting,Equipment Failure,Chest/Torso,EMP-0099,26-35,25,Day,2,4,0,0,6,Medium,548.0,726.0,601.0,1875.0,0,1875.0,1,1,1,1,Pending,10,8,2025-06-18 10:40:48.124751,2025,6,2,25,Wednesday,6,June,2025-06-19 10:40:48.124751,2025-06-29 10:40:48.124751,2500000.0,1875.0,0,1.0
INC-2025-00927,Near Miss,Facility B - Maintenance,Logistics,Routine Operations,Environmental Factors,Not Applicable,EMP-0157,18-25,5,Day,1,3,0,0,3,Low,129.0,159.0,0.0,288.0,0,288.0,1,1,0,1,In Progress,39,7,2025-06-19 10:40:48.124751,2025,6,2,25,Thursday,7,June,2025-06-20 10:40:48.124751,2025-07-29 10:40:48.124751,2500000.0,288.0,0,0.6666666666666666
INC-2025-00928,Medical Treatment,Facility A - Production,Logistics,Routine Operations,Poor Housekeeping,Leg/Foot,EMP-0163,26-35,28,Swing,3,4,1,0,15,High,4383.0,9264.0,3442.0,17089.0,25000,42089.0,0,0,0,1,Completed,25,8,2025-06-19 10:40:48.124751,2025,6,2,25,Thursday,5,June,2025-06-19 10:40:48.124751,2025-07-14 10:40:48.124751,2500000.0,42089.0,0,0.0
INC-2025-00929,Near Miss,Facility A - Production,HSE Department,Pressure Testing,Poor Housekeeping,Not Applicable,EMP-0103,56+,26,Night,1,1,0,0,2,Low,98.0,170.0,0.0,268.0,0,268.0,1,0,1,0,Pending,28,5,2025-06-20 10:40:48.124751,2025,6,2,25,Friday,13,June,2025-06-20 10:40:48.124751,2025-07-18 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2025-00930,Lost Time Injury,Facility B - Maintenance,HSE Department,Manual Handling/Lifting,Equipment Failure,Eye,EMP-0016,36-45,13,Night,5,5,1,55,20,Critical,34647.0,102827.0,84997.0,222471.0,0,222471.0,1,1,1,1,In Progress,39,9,2025-06-21 10:40:48.124751,2025,6,2,25,Saturday,19,June,2025-06-22 10:40:48.124751,2025-07-31 10:40:48.124751,2500000.0,222471.0,1,1.0
INC-2025-00931,Medical Treatment,Facility B - Maintenance,Production Operations,Working at Height,Lack of Training/Competency,Arm,EMP-0099,36-45,3,Swing,3,3,1,0,9,Medium,6322.0,8785.0,3668.0,18775.0,0,18775.0,1,1,1,1,Pending,73,10,2025-06-21 10:40:48.124751,2025,6,2,25,Saturday,6,June,2025-06-22 10:40:48.124751,2025-09-03 10:40:48.124751,2500000.0,18775.0,0,1.0
INC-2025-00932,Environmental Spill,Facility A - Production,Workshop,Working at Height,Poor Housekeeping,Not Applicable,EMP-0122,26-35,9,Night,3,4,0,0,6,Medium,23389.0,35422.0,16289.0,75100.0,0,75100.0,1,1,1,1,Completed,14,8,2025-06-21 10:40:48.124751,2025,6,2,25,Saturday,2,June,2025-06-23 10:40:48.124751,2025-07-07 10:40:48.124751,2500000.0,75100.0,0,1.0
INC-2025-00933,Near Miss,Facility A - Production,Engineering,Manual Handling/Lifting,Rushing/Time Pressure,Not Applicable,EMP-0138,56+,27,Day,1,1,0,0,5,Low,76.0,249.0,0.0,325.0,0,325.0,0,0,1,1,Completed,8,8,2025-06-21 10:40:48.124751,2025,6,2,25,Saturday,1,June,2025-06-23 10:40:48.124751,2025-07-01 10:40:48.124751,2500000.0,325.0,0,0.3333333333333333
INC-2025-00934,Near Miss,Facility B - Maintenance,Workshop,Pressure Testing,Rushing/Time Pressure,Not Applicable,EMP-0036,18-25,25,Swing,1,3,0,0,5,Low,110.0,147.0,0.0,257.0,0,257.0,1,1,0,0,Completed,15,7,2025-06-21 10:40:48.124751,2025,6,2,25,Saturday,21,June,2025-06-21 10:40:48.124751,2025-07-06 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2025-00935,Medical Treatment,Facility B - Maintenance,Maintenance,Working at Height,Environmental Factors,Arm,EMP-0075,18-25,24,Swing,3,5,1,0,12,High,5060.0,7523.0,3039.0,15622.0,0,15622.0,1,1,1,1,Pending,6,6,2025-06-22 10:40:48.124751,2025,6,2,25,Sunday,17,June,2025-06-24 10:40:48.124751,2025-06-30 10:40:48.124751,2500000.0,15622.0,0,1.0
INC-2025-00936,Environmental Spill,Facility B - Maintenance,Workshop,Housekeeping,Procedural Non-Compliance,Not Applicable,EMP-0095,18-25,7,Day,3,5,0,0,15,High,22104.0,50380.0,12632.0,85116.0,0,85116.0,1,0,0,1,Pending,36,7,2025-06-22 10:40:48.124751,2025,6,2,25,Sunday,21,June,2025-06-22 10:40:48.124751,2025-07-28 10:40:48.124751,2500000.0,85116.0,0,0.3333333333333333
INC-2025-00937,Restricted Work,Facility B - Maintenance,Logistics,Routine Operations,Inadequate PPE,Back,EMP-0117,18-25,7,Night,4,5,1,7,16,Critical,11062.0,18027.0,15010.0,44099.0,0,44099.0,1,1,1,1,In Progress,15,7,2025-06-22 10:40:48.124751,2025,6,2,25,Sunday,2,June,2025-06-22 10:40:48.124751,2025-07-07 10:40:48.124751,2500000.0,44099.0,0,1.0
INC-2025-00938,Medical Treatment,Facility A - Production,Production Operations,Equipment Maintenance,Lack of Training/Competency,Multiple Areas,EMP-0030,26-35,18,Swing,3,3,1,0,3,Low,6377.0,8012.0,3751.0,18140.0,0,18140.0,0,1,1,1,In Progress,32,8,2025-06-23 10:40:48.124751,2025,6,2,26,Monday,13,June,2025-06-23 10:40:48.124751,2025-07-25 10:40:48.124751,2500000.0,18140.0,0,0.6666666666666666
INC-2025-00939,First Aid,Facility B - Maintenance,Workshop,Routine Operations,Lack of Training/Competency,Chest/Torso,EMP-0171,56+,0,Night,2,3,0,0,8,Medium,402.0,855.0,490.0,1747.0,0,1747.0,1,0,1,1,Completed,29,5,2025-06-23 10:40:48.124751,2025,6,2,26,Monday,17,June,2025-06-24 10:40:48.124751,2025-07-23 10:40:48.124751,2500000.0,1747.0,0,0.6666666666666666
INC-2025-00940,First Aid,Facility B - Maintenance,Logistics,Hot Work (Welding/Cutting),Poor Housekeeping,Arm,EMP-0041,56+,26,Day,2,2,0,0,2,Low,431.0,875.0,387.0,1693.0,0,1693.0,1,0,1,1,In Progress,39,5,2025-06-23 10:40:48.124751,2025,6,2,26,Monday,12,June,2025-06-25 10:40:48.124751,2025-08-03 10:40:48.124751,2500000.0,1693.0,0,0.6666666666666666
INC-2025-00941,Near Miss,Facility A - Production,HSE Department,Manual Handling/Lifting,Inadequate Risk Assessment,Not Applicable,EMP-0140,26-35,5,Swing,1,1,0,0,5,Low,113.0,248.0,0.0,361.0,0,361.0,1,0,0,1,Completed,4,6,2025-06-23 10:40:48.124751,2025,6,2,26,Monday,7,June,2025-06-25 10:40:48.124751,2025-06-29 10:40:48.124751,2500000.0,361.0,0,0.3333333333333333
INC-2025-00942,Medical Treatment,Facility B - Maintenance,Engineering,Equipment Maintenance,Equipment Failure,Not Applicable,EMP-0137,56+,28,Swing,3,3,1,0,12,High,3608.0,9592.0,3165.0,16365.0,0,16365.0,1,0,0,0,Pending,65,5,2025-06-24 10:40:48.124751,2025,6,2,26,Tuesday,3,June,2025-06-26 10:40:48.124751,2025-08-30 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2025-00943,Near Miss,Facility A - Production,Production Operations,Manual Handling/Lifting,Inadequate PPE,Not Applicable,EMP-0137,46-55,21,Swing,1,2,0,0,4,Low,80.0,242.0,0.0,322.0,0,322.0,0,1,1,1,Pending,49,5,2025-06-25 10:40:48.124751,2025,6,2,26,Wednesday,14,June,2025-06-27 10:40:48.124751,2025-08-15 10:40:48.124751,2500000.0,322.0,0,0.6666666666666666
INC-2025-00944,First Aid,Facility B - Maintenance,Engineering,Pressure Testing,Poor Housekeeping,Not Applicable,EMP-0152,18-25,13,Swing,2,3,0,0,10,Medium,443.0,1266.0,404.0,2113.0,0,2113.0,1,1,1,1,Completed,14,10,2025-06-25 10:40:48.124751,2025,6,2,26,Wednesday,11,June,2025-06-26 10:40:48.124751,2025-07-10 10:40:48.124751,2500000.0,2113.0,0,1.0
INC-2025-00945,Restricted Work,Facility B - Maintenance,Logistics,Housekeeping,Lack of Training/Competency,Not Applicable,EMP-0052,56+,16,Day,4,5,1,5,20,Critical,17902.0,20747.0,13581.0,52230.0,5000,57230.0,1,0,1,1,Completed,25,9,2025-06-28 10:40:48.124751,2025,6,2,26,Saturday,13,June,2025-06-30 10:40:48.124751,2025-07-25 10:40:48.124751,2500000.0,57230.0,0,0.6666666666666666
INC-2025-00946,Near Miss,Facility A - Production,Workshop,Housekeeping,Rushing/Time Pressure,Not Applicable,EMP-0026,36-45,28,Swing,1,2,0,0,4,Low,112.0,141.0,0.0,253.0,0,253.0,1,1,0,1,In Progress,58,7,2025-06-28 10:40:48.124751,2025,6,2,26,Saturday,19,June,2025-06-30 10:40:48.124751,2025-08-27 10:40:48.124751,2500000.0,253.0,0,0.6666666666666666
INC-2025-00947,Near Miss,Facility B - Maintenance,HSE Department,Confined Space Entry,Inadequate Risk Assessment,Not Applicable,EMP-0101,46-55,10,Swing,1,1,0,0,5,Low,90.0,204.0,0.0,294.0,0,294.0,1,1,1,1,Completed,14,6,2025-06-28 10:40:48.124751,2025,6,2,26,Saturday,6,June,2025-06-29 10:40:48.124751,2025-07-13 10:40:48.124751,2500000.0,294.0,0,1.0
INC-2025-00948,Lost Time Injury,Facility B - Maintenance,Production Operations,Vehicle Operations,Fatigue,Head,EMP-0006,46-55,27,Day,5,5,1,1,20,Critical,42498.0,110441.0,32426.0,185365.0,0,185365.0,0,1,1,0,Overdue,85,8,2025-06-28 10:40:48.124751,2025,6,2,26,Saturday,23,June,2025-06-30 10:40:48.124751,2025-09-23 10:40:48.124751,2500000.0,0.0,1,0.6666666666666666
INC-2025-00949,Near Miss,Facility A - Production,HSE Department,Equipment Maintenance,Inadequate Risk Assessment,Not Applicable,EMP-0071,36-45,25,Swing,1,1,0,0,1,Low,73.0,253.0,0.0,326.0,0,326.0,1,1,1,0,Completed,27,8,2025-06-29 10:40:48.124751,2025,6,2,26,Sunday,11,June,2025-07-01 10:40:48.124751,2025-07-28 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2025-00950,Near Miss,Facility A - Production,HSE Department,Hot Work (Welding/Cutting),Equipment Failure,Not Applicable,EMP-0141,56+,24,Swing,1,2,0,0,2,Low,90.0,199.0,0.0,289.0,0,289.0,0,1,1,1,Completed,5,8,2025-06-29 10:40:48.124751,2025,6,2,26,Sunday,8,June,2025-06-30 10:40:48.124751,2025-07-05 10:40:48.124751,2500000.0,289.0,0,0.6666666666666666
INC-2025-00951,First Aid,Facility A - Production,HSE Department,Pressure Testing,Communication Breakdown,Multiple Areas,EMP-0001,56+,8,Night,2,4,0,0,6,Medium,560.0,974.0,509.0,2043.0,0,2043.0,1,0,1,1,Completed,23,5,2025-06-29 10:40:48.124751,2025,6,2,26,Sunday,9,June,2025-06-30 10:40:48.124751,2025-07-23 10:40:48.124751,2500000.0,2043.0,0,0.6666666666666666
INC-2025-00952,Near Miss,Facility A - Production,Production Operations,Housekeeping,Inadequate Risk Assessment,Not Applicable,EMP-0109,18-25,27,Day,1,3,0,0,5,Low,74.0,247.0,0.0,321.0,0,321.0,1,0,1,1,In Progress,44,6,2025-06-29 10:40:48.124751,2025,6,2,26,Sunday,7,June,2025-06-30 10:40:48.124751,2025-08-13 10:40:48.124751,2500000.0,321.0,0,0.6666666666666666
INC-2025-00953,Near Miss,Facility A - Production,Logistics,Manual Handling/Lifting,Inadequate Risk Assessment,Not Applicable,EMP-0003,26-35,25,Swing,1,3,0,0,4,Low,79.0,214.0,0.0,293.0,0,293.0,0,0,1,1,Completed,7,8,2025-06-30 10:40:48.124751,2025,6,2,27,Monday,19,June,2025-07-01 10:40:48.124751,2025-07-08 10:40:48.124751,2500000.0,293.0,0,0.3333333333333333
INC-2025-00954,Medical Treatment,Facility B - Maintenance,Logistics,Hot Work (Welding/Cutting),Rushing/Time Pressure,Arm,EMP-0171,46-55,1,Day,3,3,1,0,12,High,6380.0,7420.0,2117.0,15917.0,0,15917.0,1,0,1,1,Pending,56,5,2025-06-30 10:40:48.124751,2025,6,2,27,Monday,1,June,2025-06-30 10:40:48.124751,2025-08-25 10:40:48.124751,2500000.0,15917.0,0,0.6666666666666666
INC-2025-00955,First Aid,Facility B - Maintenance,HSE Department,Working at Height,Procedural Non-Compliance,Head,EMP-0081,18-25,24,Day,2,4,0,0,6,Medium,425.0,959.0,550.0,1934.0,0,1934.0,1,0,1,1,Completed,20,9,2025-06-30 10:40:48.124751,2025,6,2,27,Monday,15,June,2025-07-01 10:40:48.124751,2025-07-21 10:40:48.124751,2500000.0,1934.0,0,0.6666666666666666
INC-2025-00956,Near Miss,Facility B - Maintenance,Engineering,Chemical Handling,Procedural Non-Compliance,Not Applicable,EMP-0085,56+,25,Swing,1,1,0,0,4,Low,96.0,207.0,0.0,303.0,0,303.0,0,0,0,1,Pending,67,9,2025-06-30 10:40:48.124751,2025,6,2,27,Monday,20,June,2025-07-02 10:40:48.124751,2025-09-07 10:40:48.124751,2500000.0,303.0,0,0.0
INC-2025-00957,Medical Treatment,Facility B - Maintenance,HSE Department,Manual Handling/Lifting,Inadequate Risk Assessment,Head,EMP-0058,56+,20,Swing,3,5,1,0,15,High,4570.0,9403.0,3465.0,17438.0,0,17438.0,1,0,1,0,Completed,22,5,2025-06-30 10:40:48.124751,2025,6,2,27,Monday,22,June,2025-07-02 10:40:48.124751,2025-07-24 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
